MachineIdentifier,ProductName,EngineVersion,AppVersion,AvSigVersion,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,PuaMode,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_ProcessorClass,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryType,Census_InternalBatteryNumberOfCharges,Census_OSVersion,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
0002e3bffcb3c1b2ac8b5f962a64b47b,win8defender,1.1.14202.0,4.12.16299.15,1.253.85.0,0,7,0,239,53447,1,1,1,115,103712,27,15,58,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,,135,RequireAdmin,1,1,Notebook,Windows.Desktop,585,189414,4,5,3394,,476940,HDD,460332,0,4096,Notebook,15.5,1920,1080,Mobile,lion,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,127,63140,1,0,0,0,0,0,0,2,0
0002e670d34a36280269eef924092a05,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1379.0,0,7,0,,53447,1,1,1,51,,11,240,233,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1,0,,0,117,,1,1,Desktop,Windows.Desktop,5771,328142,4,5,2652,,106496,UNKNOWN,105526,0,,Other,23,1920,1080,Desktop,,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Professional,PROFESSIONAL,UUPUpgrade,9,34,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,,,0,,1,0,0,0,1,6,0
0002e938cd10813caac5d2ba1badf801,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1410.0,0,7,0,,53447,1,1,1,141,163380,27,167,227,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,Off,1,1,Notebook,Windows.Desktop,1953,274412,4,5,2458,,476940,HDD,149169,0,4096,Notebook,13.9,1366,768,Mobile,,0,10.0.16299.431,amd64,rs3_release_svc_escrow,16299,431,Core,CORE,Update,10,35,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,803,63370,0,,0,0,0,0,0,10,1
0002e9977908a17ac5c959ed30b859fe,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7,0,,53447,1,1,1,93,67082,,277,74,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,111,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256581,4,5,2302,,476940,HDD,462423,0,4096,Portable,15.5,1366,768,Mobile,liio,0,10.0.16299.248,amd64,rs3_release,16299,248,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,355,20107,1,0,0,0,0,0,0,8,0
0002ea34d7d642ac263945a24a22fdca,win8defender,1.1.15200.1,4.18.1807.18075,1.275.568.0,0,7,0,,53447,1,1,1,91,110905,18,125,113,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,111,Off,1,1,Desktop,Windows.Desktop,4589,313586,4,5,2494,,114473,SSD,113906,0,16384,Desktop,24.1,1080,1920,Desktop,,4294967295,10.0.16299.192,amd64,rs3_release,16299,192,Core,CORE,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,7856,1,0,0,0,0,0,0,11,1
0002ef620e9509ece2cd676fbd4c8c15,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1140.0,0,7,0,,53447,1,1,1,171,122547,18,211,182,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Desktop,Windows.Desktop,3035,263565,2,1,120,,476940,HDD,199024,0,4096,Desktop,21.5,1920,1080,Desktop,,4294967295,10.0.17134.228,amd64,rs4_release,17134,228,Professional,PROFESSIONAL,Update,29,125,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,65532,0,,0,0,0,0,0,3,1
0002f0cabda32d6efe12997c5e683f23,win8defender,1.1.15100.1,4.10.209.0,1.273.1179.0,0,7,0,,43856,2,1,1,160,115172,27,204,170,windows8,x64,6.3.0.0,9600,768,windows8.1,9600.19067.amd64fre.winblue_ltsb_escrow.180619-2033,Home,1,0,,0,333,RequireAdmin,0,1,Notebook,Windows.Desktop,2206,245944,4,5,2302,mid,476940,HDD,458182,1,,Notebook,15.5,1366,768,Mobile,lion,0,10.0.10586.318,amd64,th2_release,10586,318,Core,CORE,Update,25,115,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,554,33091,1,0,0,0,0,0,0,3,0
0002f0f020c7f3a4fe21bbe8a5f5a99b,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1632.0,0,7,0,,53447,1,1,1,86,165477,,64,49,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,Warn,1,1,Desktop,Windows.Desktop,4589,313586,8,5,3084,,476940,SSD,476374,0,16384,Desktop,27,1920,1080,Desktop,,4294967295,10.0.17134.286,amd64,rs4_release,17134,286,Core,CORE,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,142,11044,0,,0,0,0,0,1,3,0
0002f5f3230e185c7268ce887408baa6,win8defender,1.1.15100.1,4.13.17134.1,1.273.1140.0,0,7,0,146,7945,2,1,1,141,92213,18,167,227,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Convertible,Windows.Desktop,2206,231238,4,1,261,,715404,HDD,687947,0,8192,Notebook,15.5,1366,768,Mobile,lion,302,10.0.17134.112,amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,Upgrade,9,34,FullAuto,0,IS_GENUINE,Retail,0,0,Retail,0,142,33160,1,0,0,1,0,0,1,10,0
0002f624f0d0d7eedc0f15fb613b1b47,win8defender,1.1.15100.1,4.12.16299.15,1.273.1094.0,0,7,0,,53447,1,1,1,203,143782,18,255,46,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,135,RequireAdmin,1,1,Notebook,Windows.Desktop,585,188875,4,5,2461,,610480,HDD,297154,0,2048,Notebook,13.9,1366,768,Mobile,lion,0,10.0.16299.125,amd64,rs3_release,16299,125,Core,CORE,Update,39,160,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,803,63122,0,0,0,0,0,0,0,7,0
0002f6256daa20dd446d0d6d3c2e1c7c,win8defender,1.1.15100.1,4.16.17656.18052,1.273.1420.0,0,7,0,,53447,1,1,1,199,150207,,98,103,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Notebook,Windows.Desktop,1443,202145,8,5,2849,,305245,HDD,304302,0,8192,Portable,17.3,1600,900,Mobile,,0,10.0.17134.81,amd64,rs4_release,17134,81,Core,CORE,UUPUpgrade,5,26,FullAuto,0,IS_GENUINE,Retail,,0,Retail,,355,20765,0,,0,0,0,0,0,11,0
0002f69f5146967b542caf159106eaa5,win8defender,1.1.15200.1,4.18.1807.18075,1.275.18.0,0,7,0,,53447,1,1,1,50,115292,10,68,51,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1,0,,0,108,RequireAdmin,1,1,Notebook,Windows.Desktop,2668,128127,4,5,2523,,114473,SSD,113571,0,4096,Notebook,14,1600,900,Mobile,lip,0,10.0.15063.1209,amd64,rs2_release,15063,1209,Professional,PROFESSIONAL,Update,3,20,AutoInstallAndRebootAtMaintenanceTime,0,IS_GENUINE,Retail,0,0,Retail,0,628,37741,0,0,0,0,0,0,0,3,0
0002f7ea45e0f73150c663ba203351f1,win8defender,1.1.15200.1,4.18.1807.18075,1.275.223.0,0,7,0,,53447,1,1,1,203,70852,18,255,46,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1,0,,0,98,ExistsNotSet,1,1,Notebook,Windows.Desktop,525,331103,4,5,2640,,114473,SSD,113697,0,4096,Notebook,14,1366,768,Mobile,lion,6,10.0.14393.2189,amd64,rs1_release,14393,2189,Core,CORE,Upgrade,39,160,UNKNOWN,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,69529,1,0,0,0,0,0,0,7,1
0002f8653055cecaaed522e96066ac2c,win8defender,1.1.15100.1,4.18.1806.18062,1.273.461.0,0,7,0,,53447,1,1,1,43,85559,27,53,42,windows10,x64,10.0.0.0,16299,256,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Pro,1,0,,0,117,,1,1,Notebook,Windows.Desktop,525,331062,4,5,2697,,114473,SSD,113677,0,4096,Notebook,13.9,1366,768,Mobile,,35,10.0.16299.492,amd64,rs3_release_svc_escrow,16299,492,Professional,PROFESSIONAL,Reset,37,158,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,,142,69345,0,,0,0,0,0,0,7,1
0002f936f8ec6c02bbdc5314c24d8e88,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1244.0,0,7,0,,53447,1,1,1,221,85844,18,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Desktop,Windows.Desktop,4909,317701,2,5,3211,,238475,Unspecified,237503,0,2048,Desktop,13.3,1024,768,Desktop,#,4294967295,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,UUPUpgrade,8,31,FullAuto,0,IS_GENUINE,OEM:DM,0,0,Retail,0,142,52570,0,0,0,0,0,0,1,11,0
0002f9e87915a4c5e45f3513adc26dcf,win8defender,1.1.15200.1,4.11.15063.0,1.275.1047.0,0,7,0,,46413,2,1,1,142,74924,27,157,68,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,105,,1,1,Notebook,Windows.Desktop,525,331054,2,5,2097,,476940,HDD,475863,0,4096,Notebook,13.9,1366,768,Mobile,,1,10.0.15063.250,amd64,rs2_release,15063,250,CoreSingleLanguage,CORE_SINGLELANGUAGE,Other,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Unknown,,142,69288,1,,0,0,0,0,,,1
0002fbbf2ab34d03f5af31a0826041f0,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1069.0,0,7,0,,53447,1,1,1,171,96401,27,211,182,windows10,x86,10.0.0.0,17134,768,rs4,17134.1.x86fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Notebook,Windows.Desktop,2668,171152,2,5,1985,,238475,HDD,238373,0,2048,Notebook,15.3,1366,768,Mobile,,0,10.0.17134.228,x86,rs4_release,17134,228,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,29,125,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,26314,0,,0,0,0,0,0,3,0
0002fcd2211ee583c39df6def8fd484b,win8defender,1.1.15100.1,4.18.1806.18062,1.273.520.0,0,7,0,,53447,1,1,1,16,,27,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Desktop,Windows.Desktop,2668,130957,2,5,3486,,476940,HDD,239449,0,4096,Desktop,21.5,1920,1080,Desktop,,4294967295,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,8,31,Notify,0,IS_GENUINE,Retail,,0,Retail,,628,33714,0,,0,0,0,0,0,3,0
00030626ca1242e17b3ecd894669a49d,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1127.0,0,7,0,,53447,1,1,1,201,100618,27,267,251,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,Warn,1,1,Notebook,Windows.Desktop,525,331276,4,5,2908,,953869,HDD,448617,0,8192,Notebook,15.5,1366,768,Mobile,lion,858,10.0.16299.547,amd64,rs3_release_svc_escrow,16299,547,Core,CORE,UUPUpgrade,35,148,UNKNOWN,0,INVALID_LICENSE,Retail,,0,Retail,0,142,70297,0,0,0,0,0,0,1,11,0
0003093fbed357be62ad063585053324,win8defender,1.1.15000.2,4.16.17656.18052,1.271.360.0,0,7,0,,53447,1,1,1,44,90994,27,57,218,windows10,x86,10.0.0.0,16299,256,rs3,16299.15.x86fre.rs3_release.170928-1534,Pro,1,0,,0,117,,1,1,AllInOne,Windows.Desktop,2206,3939,2,1,453,,305245,HDD,80000,0,2048,Desktop,20,1600,900,Desktop,,4294967295,10.0.16299.431,x86,rs3_release,16299,431,Professional,PROFESSIONAL,UUPUpgrade,9,34,Notify,0,IS_GENUINE,Retail,,0,Retail,,142,13867,0,,0,0,0,0,0,10,0
00030c0032ea03ffc20e36d15f3de384,win8defender,1.1.15100.1,4.9.10586.1106,1.273.514.0,0,7,0,,53447,1,1,1,207,66820,27,277,75,windows10,x86,10.0.0.0,10586,256,th2,10586.1176.x86fre.th2_release_sec.170913-1848,Pro,1,0,,0,74,Off,1,1,Desktop,Windows.Desktop,4909,169513,2,5,3366,,15272,Unspecified,14770,0,2048,Desktop,24.1,1024,768,Desktop,,4294967295,10.0.10586.1176,x86,th2_release_sec,10586,1176,Professional,PROFESSIONAL,IBSClean,8,31,Notify,0,INVALID_LICENSE,Retail,,0,Retail,,142,53064,0,,0,0,0,0,0,13,0
00030c1d0a54c31c298cb9e71d80cb70,win8defender,1.1.15100.1,4.9.10586.1106,1.273.738.0,0,7,0,,47238,2,1,1,158,117594,18,202,70,windows10,x64,10.0.0.0,10586,768,th2,10586.1176.amd64fre.th2_release_sec.170913-1848,Home,1,0,,0,74,RequireAdmin,1,1,Convertible,Windows.Desktop,2668,171141,2,5,1992,,29820,SSD,28542,0,2048,Notebook,11.6,1366,768,Mobile,liio,16,10.0.10586.1176,amd64,th2_release_sec,10586,1176,CoreSingleLanguage,CORE_SINGLELANGUAGE,Reset,8,31,Notify,0,IS_GENUINE,OEM:DM,0,0,Retail,0,628,26076,1,0,0,1,0,0,1,1,1
00030f147c81cebe0d18ed301e2b48e7,win8defender,1.1.15100.1,4.13.17134.191,1.273.679.0,0,7,0,,2558,2,2,1,214,58607,50,277,75,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,,RequireAdmin,1,1,Desktop,Windows.Desktop,3035,263683,8,1,1260,,244198,SSD,78371,0,8192,LowProfileDesktop,27,1920,1080,Desktop,#,4294967295,10.0.17134.191,amd64,rs4_release,17134,191,Professional,PROFESSIONAL,Upgrade,8,31,FullAuto,0,IS_GENUINE,Volume:GVLK,0,0,Retail,0,142,7520,0,0,0,0,0,0,1,1,0
0003100bc72d1eecf759e77f52a2ef08,win8defender,1.1.15100.1,4.18.1807.18075,1.273.920.0,0,7,0,,53447,1,1,1,16,10262,,32,32,windows10,x64,10.0.0.0,16299,768,rs3,16299.15.amd64fre.rs3_release.170928-1534,Home,1,0,,0,111,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256581,4,5,2302,,476940,HDD,218764,0,4096,Portable,15.5,1366,768,Mobile,liio,0,10.0.16299.248,amd64,rs3_release,16299,248,Core,CORE,UUPUpgrade,7,30,Notify,0,IS_GENUINE,Retail,,0,Retail,0,355,20107,0,0,0,0,0,0,0,3,1
000313d001f07bc947c62d8b7d8f7d1e,win8defender,1.1.15200.1,4.10.14393.1794,1.275.1509.0,0,7,0,,7945,2,1,1,55,130902,,240,233,windows10,x64,10.0.0.0,14393,768,rs1,14393.2189.amd64fre.rs1_release.180329-1711,Home,1,0,,0,98,RequireAdmin,1,1,Notebook,Windows.Desktop,4730,310837,4,5,2296,,476940,HDD,476324,0,4096,Notebook,14,1366,768,Mobile,,,10.0.14393.2189,amd64,rs1_release,14393,2189,CoreSingleLanguage,CORE_SINGLELANGUAGE,IBSClean,9,34,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,556,6899,1,,0,0,0,0,0,10,1
0003149859c4c18930126fce8e6cbc49,win8defender,1.1.14901.4,4.14.17639.18041,1.269.141.0,0,7,0,,53447,1,1,1,68,28195,27,276,74,windows10,x86,10.0.0.0,16299,768,rs3,16299.15.x86fre.rs3_release.170928-1534,Home,1,0,,0,117,RequireAdmin,1,1,PCOther,Windows.Desktop,2668,171222,4,5,1848,,29820,SSD,28542,0,2048,Notebook,12.9,1366,768,Slate,lion,26,10.0.16299.371,x86,rs3_release,16299,371,Core,CORE,Update,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,628,31699,1,0,0,0,0,1,0,12,1
00031595ecd7624b4391cb64d3e58040,win8defender,1.1.15200.1,4.18.1807.18075,1.275.144.0,0,7,0,,53447,1,1,1,43,166350,18,53,42,windows10,x64,10.0.0.0,16299,768,rs3,16299.431.amd64fre.rs3_release_svc_escrow.180502-1908,Home,1,0,,0,117,RequireAdmin,1,1,Notebook,Windows.Desktop,525,331274,4,5,2640,,476940,HDD,189607,0,4096,Notebook,15.5,1366,768,Mobile,lion,101,10.0.16299.611,amd64,rs3_release_svc_escrow,16299,611,CoreCountrySpecific,CORE_COUNTRYSPECIFIC,Upgrade,37,158,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,142,70283,1,0,0,0,0,0,0,7,1
0003177fc6fbcd9a1f2105346e70953f,win8defender,1.1.15100.1,4.18.1807.18075,1.273.806.0,0,7,0,,53447,1,1,1,41,65788,27,52,217,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,ExistsNotSet,1,1,Notebook,Windows.Desktop,2102,242491,4,5,3410,,476940,HDD,453711,0,8192,Notebook,13.9,1366,768,Mobile,lion,0,10.0.17134.112,amd64,rs4_release,17134,112,CoreSingleLanguage,CORE_SINGLELANGUAGE,UUPUpgrade,10,35,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,0,554,33097,1,0,0,0,0,0,0,10,1
00031911a58cc1402f0a25c93e66d5a5,win8defender,1.1.15000.2,4.18.1806.18062,1.271.669.0,0,7,0,,47238,2,1,1,158,22741,,202,70,windows10,x64,10.0.0.0,15063,768,rs2,15063.0.amd64fre.rs2_release.170317-1834,Home,1,0,,0,108,RequireAdmin,1,1,Notebook,Windows.Desktop,525,331205,4,5,3499,,476940,HDD,475816,0,4096,Notebook,15.5,1366,768,Mobile,,26,10.0.15063.966,amd64,rs2_release,15063,966,CoreSingleLanguage,CORE_SINGLELANGUAGE,Update,8,31,Notify,0,IS_GENUINE,OEM:DM,,0,Retail,,142,69868,1,,0,0,0,0,0,1,0
000319cda356929cded4e96b6721f563,win8defender,1.1.14600.4,4.12.17007.18011,1.261.1606.0,0,7,0,,62773,1,1,1,51,39551,27,98,103,windows10,x64,10.0.0.0,16299,256,rs3,16299.15.amd64fre.rs3_release.170928-1534,Pro,0,0,,,111,Warn,1,1,Desktop,Windows.Desktop,1980,317708,4,5,2551,,238475,SSD,237908,0,8192,Desktop,21.5,1920,1080,Desktop,,4294967295,10.0.16299.248,amd64,rs3_release,16299,248,Professional,PROFESSIONAL,UUPUpgrade,5,26,UNKNOWN,0,IS_GENUINE,Retail,,0,Retail,,142,34833,0,,0,0,0,0,0,6,1
00031a66db8166ad702d71990cd6e45b,win8defender,1.1.15200.1,4.8.10240.17443,1.275.644.0,0,7,0,,62773,1,1,1,89,110116,27,277,75,windows10,x86,10.0.0.0,10240,768,th1,10240.17443.x86fre.th1.170602-2340,Home,0,0,,0,53,RequireAdmin,1,1,Desktop,Windows.Desktop,2427,328983,4,5,1848,,29820,SSD,23528,0,2048,Notebook,18.5,1366,768,Slate,#,4294967295,10.0.10240.17443,x86,th1,10240,17443,Core,CORE,Reset,8,31,UNKNOWN,0,OFFLINE,OEM:DM,0,0,NOT_SET,0,513,40012,0,0,0,0,0,1,0,1,0
00031f00f7737e250c14a8fa229238b4,win8defender,1.1.15100.1,4.10.209.0,1.273.1329.0,0,7,0,,53447,1,1,1,39,166872,27,252,106,windows8,x64,6.3.0.0,9600,256,windows8.1,9600.19067.amd64fre.winblue_ltsb_escrow.180619-2033,Pro,1,0,,0,333,RequireAdmin,1,1,PCOther,Windows.Desktop,5279,265563,4,5,2313,,122104,Unspecified,121302,1,4096,LowProfileDesktop,23,1920,1080,Desktop,,,10.0.10586.164,amd64,th2_release,10586,164,Professional,PROFESSIONAL,Update,5,26,FullAuto,0,IS_GENUINE,Retail,,,Retail,0,142,24397,0,0,0,1,0,0,0,15,0
000320afe6bed41808b98be7d480621d,win8defender,1.1.15100.1,4.18.1806.18062,1.273.289.0,0,7,0,,7945,2,1,1,149,4251,27,181,56,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,525,265476,8,5,2938,,244198,SSD,96836,0,8192,Notebook,17.3,1920,1080,Mobile,lion,0,10.0.17134.112,amd64,rs4_release,17134,112,Core,CORE,UUPUpgrade,24,109,Notify,0,IS_GENUINE,Retail,0,0,Retail,0,142,48655,1,0,0,0,0,0,0,15,0
000323e7b8f8f10fb21faa598c52efd1,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1420.0,0,7,0,,53447,1,1,1,68,84089,,276,74,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Detachable,Windows.Desktop,3150,313506,4,5,2327,,61057,SSD,54518,0,4096,Laptop,12,2160,1440,Slate,lion,5001,10.0.17134.165,amd64,rs4_release,17134,165,Professional,PROFESSIONAL,UUPUpgrade,7,30,FullAuto,0,IS_GENUINE,Retail,,0,Retail,0,142,10759,1,0,0,1,1,1,0,12,1
0003260b7f3eaf353d56b4e302483e6d,win8defender,1.1.15100.1,4.18.1807.18075,1.273.1826.0,0,7,0,,53447,1,1,1,149,15814,,181,56,windows10,x64,10.0.0.0,17134,768,rs4,17134.1.amd64fre.rs4_release.180410-1804,Home,1,0,,0,137,,1,1,Notebook,Windows.Desktop,2668,171473,4,5,2412,,122104,SSD,120827,0,4096,Notebook,15.5,1920,1080,Mobile,,0,10.0.17134.228,amd64,rs4_release,17134,228,Core,CORE,Upgrade,24,109,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,628,12305,1,,0,0,0,0,0,15,0
000327e055b5b125cedcfc223e5f24d5,win8defender,1.1.15000.2,4.16.17656.18052,1.271.528.0,0,7,0,,53447,1,1,1,43,99027,27,53,42,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,,1,1,Desktop,Windows.Desktop,1980,228140,2,5,3454,,953869,HDD,102401,0,4096,Desktop,21.5,1920,1080,Desktop,,4294967295,10.0.17134.112,amd64,rs4_release,17134,112,Professional,PROFESSIONAL,UUPUpgrade,37,158,Off,0,IS_GENUINE,Retail,,0,Retail,,142,36498,0,,0,0,0,0,0,7,0
000328eb5c23078048840e44e0cb5e88,win8defender,1.1.15200.1,4.8.10240.17946,1.275.1086.0,0,7,0,,7945,2,1,1,205,15026,,211,182,windows10,x64,10.0.0.0,10240,256,th1,10240.17946.amd64fre.th1.180806-2045,Enterprise LTSB,1,0,,0,68,RequireAdmin,1,1,Notebook,Windows.Desktop,525,331206,4,5,3499,,953869,HDD,149434,1,4096,Notebook,15.5,1920,1080,Mobile,lion,2,10.0.10240.17946,amd64,th1_st1,10240,17946,EnterpriseS,ENTERPRISE_S,IBSClean,29,125,UNKNOWN,0,INVALID_LICENSE,Volume:GVLK,0,0,NOT_SET,0,142,69883,0,0,0,0,0,0,0,3,0
0003295314a616bb2cb7fa8865c38d2c,win8defender,1.1.15100.1,4.11.15063.447,1.273.266.0,0,7,0,,53447,1,1,1,68,120028,27,276,74,windows10,x64,10.0.0.0,15063,256,rs2,15063.0.amd64fre.rs2_release.170317-1834,Pro,1,0,,0,107,RequireAdmin,1,1,Detachable,Windows.Desktop,3150,313506,4,5,2585,,244198,SSD,237254,0,8192,Laptop,12,2160,1440,Slate,lion,68,10.0.15063.674,amd64,rs2_release,15063,674,Professional,PROFESSIONAL,Update,7,30,Notify,0,IS_GENUINE,Retail,,0,Retail,0,142,10757,1,0,0,1,1,1,0,12,0
00032976e6d0c70199a42c11441dbde8,win8defender,1.1.15200.1,4.18.1807.18075,1.275.188.0,0,7,0,,53447,1,1,1,21,93809,27,277,75,windows10,x86,10.0.0.0,17134,768,rs4,17134.1.x86fre.rs4_release.180410-1804,Home,1,0,,0,137,RequireAdmin,1,1,AllInOne,Windows.Desktop,3908,313217,4,5,1848,,29820,SSD,28702,0,2048,Desktop,13.9,1366,768,Slate,,27,10.0.17134.228,x86,rs4_release,17134,228,Core,CORE,Refresh,2,11,FullAuto,0,IS_GENUINE,OEM:DM,,0,Retail,,142,12536,0,,0,0,0,1,0,3,0
0003299a9f6ab9b94df7d695a76fb5f8,win8defender,1.1.15200.1,4.18.1807.18075,1.275.1668.0,0,7,0,,53447,1,1,1,43,134907,27,53,42,windows10,x64,10.0.0.0,17134,256,rs4,17134.1.amd64fre.rs4_release.180410-1804,Pro,1,0,,0,137,RequireAdmin,1,1,Notebook,Windows.Desktop,1443,256746,8,5,3038,,114473,SSD,113648,0,16384,Notebook,15.5,1920,1080,Mobile,,0,10.0.17134.285,amd64,rs4_release,17134,285,Professional,PROFESSIONAL,Update,37,158,FullAuto,0,IS_GENUINE,Volume:GVLK,,0,Retail,,355,7140,1,,0,0,0,0,1,7,1
